name,shape_name,rho,energy_ratio,separation,repeat,ndiv,dt,tend,input,output,status,returncode,wall_seconds,log,message,dashboard,recurrence_metrics,postprocess_message
spheroid_1_0p7_0p7_rho0p1_E4_sep8_run02,spheroid_1_0p7_0p7,0.1,4.0,8.0,2,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E4_sep8_run02\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E4_sep8_run02\multiple_body_complete.dat,OK,0,660.975,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E4_sep8_run02\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E4_sep8_run02\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E4_sep8_run02\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p1_E16_sep3_run01,spheroid_1_0p7_0p7,0.1,16.0,3.0,1,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run01\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run01\multiple_body_complete.dat,OK,0,655.243,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run01\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run01\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run01\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p1_E16_sep3_run02,spheroid_1_0p7_0p7,0.1,16.0,3.0,2,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run02\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run02\multiple_body_complete.dat,OK,0,698.178,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run02\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run02\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep3_run02\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p1_E16_sep8_run01,spheroid_1_0p7_0p7,0.1,16.0,8.0,1,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run01\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run01\multiple_body_complete.dat,OK,0,644.508,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run01\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run01\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run01\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p1_E16_sep8_run02,spheroid_1_0p7_0p7,0.1,16.0,8.0,2,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run02\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run02\multiple_body_complete.dat,OK,0,733.690,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run02\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run02\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p1_E16_sep8_run02\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run01,spheroid_1_0p7_0p7,0.03,0.25,3.0,1,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run01\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run01\multiple_body_complete.dat,OK,0,782.283,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run01\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run01\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run01\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run02,spheroid_1_0p7_0p7,0.03,0.25,3.0,2,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run02\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run02\multiple_body_complete.dat,OK,0,630.892,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run02\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run02\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run02\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run01,spheroid_1_0p7_0p7,0.03,0.25,8.0,1,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run01\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run01\multiple_body_complete.dat,OK,0,735.420,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run01\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run01\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run01\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run02,spheroid_1_0p7_0p7,0.03,0.25,8.0,2,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run02\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run02\multiple_body_complete.dat,OK,0,733.461,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run02\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run02\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run02\recurrence_metrics.csv,ok
spheroid_1_0p7_0p7_rho0p03_E4_sep3_run01,spheroid_1_0p7_0p7,0.03,4.0,3.0,1,2,0.05,100.0,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E4_sep3_run01\input.txt,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E4_sep3_run01\multiple_body_complete.dat,OK,0,734.638,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E4_sep3_run01\run.log,,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E4_sep3_run01\dashboard.png,C:\Users\User\Documents\multi_ellip\studies\two_body_parameter_sweep\runs\spheroid_1_0p7_0p7_rho0p03_E4_sep3_run01\recurrence_metrics.csv,ok
