name,shape_name,rho,energy_ratio,separation,repeat,status,class_body1,class_body2,class_combined,class_consensus,body1_recurrence_rate,body1_recurrence_epsilon,body1_determinism,body1_lmax_fraction,body1_mean_diag,body1_diag_entropy,body1_nearest_distance,body1_return_cv,body1_spectral_entropy,body1_peak_fraction,body1_class,body2_recurrence_rate,body2_recurrence_epsilon,body2_determinism,body2_lmax_fraction,body2_mean_diag,body2_diag_entropy,body2_nearest_distance,body2_return_cv,body2_spectral_entropy,body2_peak_fraction,body2_class,combined_recurrence_rate,combined_recurrence_epsilon,combined_determinism,combined_lmax_fraction,combined_mean_diag,combined_diag_entropy,combined_nearest_distance,combined_return_cv,combined_spectral_entropy,combined_peak_fraction,combined_class
spheroid_1_0p7_0p7_rho0p1_E16_sep3_run01,spheroid_1_0p7_0p7,0.1,16.0,3.0,1,ok,periodic,periodic,quasi-periodic,periodic,0.030000295157010113,2.072901885750665,0.9637944296370499,0.9581019687026754,41.92918287937743,2.0756838060938376,0.5654906456160299,0.010793298119143683,0.17939761162914408,0.9995860737847118,periodic,0.030000295157010113,2.0763796811774116,0.9935244977908162,0.9565875820292782,80.72819767441861,2.7111209199505213,0.5523238392086026,0.05470644171051407,0.17999749009055577,0.9994849229367619,periodic,0.030000295157010113,3.6889172066044056,0.9629715757651647,0.950530035335689,35.07035830618892,2.1512389675656145,0.6290518354677554,0.19542074201896345,0.29782221130903164,0.9696634811371833,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E16_sep3_run02,spheroid_1_0p7_0p7,0.1,16.0,3.0,2,ok,quasi-periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,1.1056254980212228,0.98551061660376,0.4558303886925795,37.86460481099656,3.8418259499270806,0.21978133227422528,1.9261426844477967,0.22848781388520784,0.991248397924851,quasi-periodic,0.030000295157010113,2.1390717812685724,0.9983900685115289,0.8243311458859162,76.98344827586207,3.932898062060297,0.7418308811303985,0.42062750521826325,0.21778152329391812,0.9940923670780263,quasi-periodic,0.030000295157010113,3.430810277752079,0.9732393610360803,0.8637051993942453,43.91202582728006,3.1819362299551393,1.2052633673662343,0.24130566512958213,0.30658897225339315,0.9246923105313046,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E16_sep8_run01,spheroid_1_0p7_0p7,0.1,16.0,8.0,1,ok,periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,1.606710655525267,0.9767812103107167,0.9692074709742554,42.760375880971026,2.1841117116563,0.3593559743901332,0.062055642881896626,0.19212494544674014,0.9989614488913314,periodic,0.030000295157010113,1.911313497603399,0.9987836073198219,0.9697122665320546,151.31436314363143,4.251274327390498,0.9198311738507331,1.2010301928832927,0.13197983230244653,0.9996043010921298,quasi-periodic,0.030000295157010113,3.309211523263284,0.9842047832853336,0.9697122665320546,74.6540027137042,2.6712150984857463,0.9277409961630442,0.0014879185321141652,0.24202047839754504,0.9829676202119447,quasi-periodic
spheroid_1_0p7_0p7_rho0p1_E16_sep8_run02,spheroid_1_0p7_0p7,0.1,16.0,8.0,2,ok,quasi-periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,1.743974903496499,0.9955279680875803,0.5896012115093388,69.47940074906367,4.406571518576024,0.41023417365006576,0.13912584898835748,0.3297218477501465,0.830334281671771,quasi-periodic,0.030000295157010113,1.8426008326641254,0.9953669749387332,0.3629480060575467,42.869029275808934,4.321897879350941,0.5860340715223609,0.4164298072832454,0.2623358832264514,0.9379606435936825,quasi-periodic,0.030000295157010113,4.088560347046957,0.9952954224281344,0.6173649671882887,46.21262458471761,4.077272214786963,2.6404372689728737,0.6711254724766625,0.33190297309594263,0.8393944701266842,quasi-periodic
spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run01,spheroid_1_0p7_0p7,0.03,0.25,3.0,1,ok,quasi-periodic,quasi-periodic,ambiguous,quasi-periodic,0.030000295157010113,1.6658814326076572,0.8607945906301987,0.32458354366481573,35.77769516728625,2.780521207489534,0.6578533290861979,1.9827873816840123,0.32576546309215765,0.7628276464643695,quasi-periodic,0.030000295157010113,1.1395359846956477,0.945459098796129,0.5042907622412923,82.97331240188383,3.648664919592835,0.5380083175257576,2.162455511195713,0.10185963086031456,0.9629813644563103,quasi-periodic,0.030000295157010113,1.474496791056364,0.7366509847414271,0.44119131751640583,113.44628099173553,4.188650368419705,0.9250954250674391,1.7844220634917924,0.12230389269914334,0.9648582375921534,ambiguous
spheroid_1_0p7_0p7_rho0p03_E0p25_sep3_run02,spheroid_1_0p7_0p7,0.03,0.25,3.0,2,ok,ambiguous,ambiguous,quasi-periodic,ambiguous,0.030000295157010113,0.4335843917679689,0.9986047260433251,0.11610297829379101,33.50840336134454,4.233364464902965,0.282226534166682,0.801270198042415,0.08671515103213477,0.9999746053137641,ambiguous,0.030000295157010113,0.358971952091428,0.9973167808525482,0.20040383644623927,60.79934569247546,4.882739393772267,0.3396792140333035,1.0392380618755608,0.15088436623774817,0.9999560067025212,ambiguous,0.030000295157010113,1.149729981748834,0.9998568949788026,0.37607269056032305,390.87412587412587,4.894984067128164,0.7046093965888444,0.0,0.09575123827138446,0.999976249977079,quasi-periodic
spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run01,spheroid_1_0p7_0p7,0.03,0.25,8.0,1,ok,quasi-periodic,ambiguous,quasi-periodic,quasi-periodic,0.030000295157010113,2.099902340238526,0.9124018388995224,0.3154972236244321,46.92364305427783,4.136449065803978,1.2705566278802112,1.1685422929470992,0.3547038468438478,0.7699388168868019,quasi-periodic,0.030000295157010113,1.4982197462281366,0.9261399209344758,0.1696113074204947,55.55150214592275,3.9932358639179855,0.8717522166822059,1.2128566660424787,0.2572604886813098,0.9186199265261722,ambiguous,0.030000295157010113,2.535813183712469,0.9347262222063216,0.4901564866229177,99.53142857142858,4.369871892110373,1.5128165762904942,0.8417114666669563,0.3169526981040523,0.8525409765060948,quasi-periodic
spheroid_1_0p7_0p7_rho0p03_E0p25_sep8_run02,spheroid_1_0p7_0p7,0.03,0.25,8.0,2,ok,chaotic,ambiguous,chaotic,chaotic,0.030000295157010113,2.3958541879691038,0.8300448992004007,0.04745078243311459,17.28837555886736,3.551975933193366,1.1480506577527176,0.9683766688003506,0.6542726313494565,0.352118650751502,chaotic,0.030000295157010113,3.2935248890728515,0.82562653167093,0.314992428066633,25.94435075885329,3.792103649908989,0.8038343136593532,0.702769471169764,0.5779314863335515,0.5478882645488611,ambiguous,0.030000295157010113,4.470167280140357,0.5335491834069728,0.05451792024230187,14.062706270627062,3.194807345092008,2.464505788954927,0.6171480783716723,0.5822165406347181,0.45792223104276253,chaotic
spheroid_1_0p7_0p7_rho0p03_E4_sep3_run01,spheroid_1_0p7_0p7,0.03,4.0,3.0,1,ok,quasi-periodic,quasi-periodic,ambiguous,quasi-periodic,0.030000295157010113,2.1863105869893644,0.9990340411069173,0.6643109540636042,96.29137931034482,4.334639121088493,0.3118026162014598,0.38721768905153253,0.3154672559948112,0.9188970503257993,quasi-periodic,0.030000295157010113,1.7863075365427519,0.8729048530490313,0.38414941948510856,15.550669216061186,2.3666743094107017,0.35882863289778705,0.7239645785192378,0.3705901965804906,0.8538127236103712,quasi-periodic,0.030000295157010113,4.558637438636791,0.865517056329714,0.4901564866229177,12.662915467155194,2.2045095137137487,3.448681555438257,0.7187129471759474,0.4302274294744451,0.67097058925258,ambiguous
spheroid_1_0p7_0p7_rho0p03_E4_sep3_run02,spheroid_1_0p7_0p7,0.03,4.0,3.0,2,ok,ambiguous,quasi-periodic,ambiguous,ambiguous,0.030000295157010113,2.3206943742249706,0.9297175464644115,0.21453811206461385,28.063714902807774,2.674549730286287,0.404894634973467,0.3930842411487217,0.36127822060885856,0.7902983071838382,ambiguous,0.030000295157010113,1.99301048730624,0.9615405255531904,0.8132256436143362,27.438999489535476,2.766348906591707,0.5125937400685104,0.7045856216194376,0.2965496189361798,0.9322033976197381,quasi-periodic,0.030000295157010113,4.273843752224722,0.5910416256730407,0.19989904088844018,6.816793893129771,1.4091884793583687,2.8989637255217553,0.7121704286748126,0.4019466267131644,0.7057568962964823,ambiguous
spheroid_1_0p7_0p7_rho0p03_E4_sep8_run01,spheroid_1_0p7_0p7,0.03,4.0,8.0,1,ok,quasi-periodic,quasi-periodic,ambiguous,quasi-periodic,0.030000295157010113,1.596963602688545,0.977604064182602,0.27713276123170116,30.72006745362563,3.2353107634508134,0.27670508023243273,0.5592589182084385,0.28823846001387016,0.94859830683079,quasi-periodic,0.030000295157010113,2.0065143614850096,0.9370695669284296,0.3382130237253912,21.131504638967325,2.799651087305531,0.37778621675119556,0.7651373609712262,0.405675815437441,0.7388385778887914,quasi-periodic,0.030000295157010113,3.904291735973907,0.7694399227232885,0.419989904088844,8.238651599310478,1.5654504127335642,2.115573301003182,0.44556166872333974,0.3977335329089445,0.7337298495849529,ambiguous
spheroid_1_0p7_0p7_rho0p03_E4_sep8_run02,spheroid_1_0p7_0p7,0.03,4.0,8.0,2,ok,quasi-periodic,ambiguous,quasi-periodic,quasi-periodic,0.030000295157010113,1.7142373189887692,0.9441174892224031,0.48006057546693587,24.232782369146005,2.426721511307849,0.29740694888355773,0.37189411056475746,0.26311514320225327,0.9322080194949288,quasi-periodic,0.030000295157010113,1.7429857272001388,0.9901615297926766,0.2226148409893993,43.10981308411215,4.395763898495585,0.3487854995386688,0.6573928991145157,0.33495627382648,0.8607392426895868,ambiguous,0.030000295157010113,4.063084187976161,0.933760263313239,0.26198889449772844,10.92050209205021,2.0695064479770195,2.86925804139764,0.6760107764707062,0.35966783456748697,0.8457783349027882,quasi-periodic
spheroid_1_0p7_0p7_rho0p03_E16_sep3_run01,spheroid_1_0p7_0p7,0.03,16.0,3.0,1,ok,quasi-periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,1.7188629509257651,0.9979786415755862,0.6663301362948006,87.9968454258675,4.3060991504267765,0.33059194476290926,0.4098985579199757,0.23059144094651748,0.9774809871827449,quasi-periodic,0.030000295157010113,2.271633369613893,0.9850634134125181,0.8637051993942453,40.07860262008734,3.4885292221174384,0.30850969529613825,0.23365347283940427,0.32541921195391244,0.8939501375507072,quasi-periodic,0.030000295157010113,4.627411746137702,0.8907393163157612,0.8869257950530035,22.05270150575731,1.9624052846094235,3.12889150113045,0.5853454043196187,0.36655271872975026,0.791817194739531,quasi-periodic
spheroid_1_0p7_0p7_rho0p03_E16_sep3_run02,spheroid_1_0p7_0p7,0.03,16.0,3.0,2,ok,quasi-periodic,quasi-periodic,quasi-periodic,quasi-periodic,0.030000295157010113,2.434194455784396,0.9619340643614833,0.5143866733972741,27.77634297520661,3.050472458893135,0.353508609886065,0.5510155243158481,0.34288399485265547,0.9119022293957595,quasi-periodic,0.030000295157010113,2.4777603528252077,0.982398082392716,0.7253912165572943,32.191676436107855,2.9626513303511195,0.7780028985217264,0.7344642412635372,0.23881303433417214,0.9688003866834527,quasi-periodic,0.030000295157010113,4.383313738654258,0.8715990197306048,0.6910651186269561,11.387006309885487,2.1339485998040573,2.2877938858407503,0.6777894509306562,0.3520223556938792,0.8587190557253542,quasi-periodic
