shape_name,rho,energy_ratio,separation,n_runs,n_complete,n_short_or_missing,class,regime,broadband_score,mean_max_abs_ke_drift_pct,mean_max_impulse_global_p_drift,mean_max_impulse_global_h_drift,mean_max_pcon_total_drift_rel,mean_max_hcon_total_drift_rel,mean_min_separation
ellipsoid_1_0p8_0p6,4.0,0.55,5.0,5,5,0,quasi-periodic,regular-regime,0.206667410272723,5.20614622176,2.32026404432e-09,0.0449320505546,2.32026404432e-09,0.0449320505546,4.42406074555
ellipsoid_1_0p8_0p6,4.0,0.55,8.0,5,5,0,quasi-periodic,regular-regime,0.19817202346806648,18.8269605584,0.0105272804454,2.17252543133,0.0105272804454,2.17252543133,5.92764727587
ellipsoid_1_0p8_0p6,4.0,0.55,11.0,5,5,0,mixed,regular-regime,0.23228146661250718,1.13507194126,3.75422684198e-09,0.0343980997213,3.75422684198e-09,0.0343980997213,10.5458949996
ellipsoid_1_0p8_0p6,4.0,1.5,3.0,5,5,0,quasi-periodic,regular-regime,0.20732661198961916,15.5663942538,4.26206854853e-09,0.0199242455971,4.26206854853e-09,0.0199242455971,2.92277908916
ellipsoid_1_0p8_0p6,4.0,1.5,5.0,5,5,0,quasi-periodic,regular-regime,0.18756109357594786,17.367320728,6.49113110107e-09,0.0365393813215,6.49113110107e-09,0.0365393813215,4.43167035719
ellipsoid_1_0p8_0p6,4.0,1.5,8.0,5,5,0,periodic,regular-regime,0.18498920529927865,7.6026152826,5.14852635969e-09,0.0235243426211,5.14852635969e-09,0.0235243426211,6.87632432009
ellipsoid_1_0p8_0p6,4.0,1.5,11.0,5,5,0,periodic,regular-regime,0.18239357893991337,0.499950842991,4.6181052308e-09,0.0397232770157,4.6181052308e-09,0.0397232770157,10.0242197706
ellipsoid_1_0p8_0p6,4.0,4.0,3.0,5,5,0,periodic,regular-regime,0.17625050898361244,9.2291831674,8.26339805897e-09,0.0186261235219,8.26339805897e-09,0.0186261235219,2.89262476778
ellipsoid_1_0p8_0p6,4.0,4.0,5.0,5,5,0,quasi-periodic,regular-regime,0.20823903867858684,8.98622147356,8.90736483233e-09,0.0217974553587,8.90736483233e-09,0.0217974553587,4.41974345355
ellipsoid_1_0p8_0p6,4.0,4.0,8.0,5,5,0,periodic,regular-regime,0.2108079387258397,10.079083002,6.89951063367e-09,0.015085377784,6.89951063367e-09,0.015085377784,5.25691850758
ellipsoid_1_0p8_0p6,4.0,4.0,11.0,5,5,0,quasi-periodic,regular-regime,0.1920959844908209,0.549622774165,6.23119030212e-09,0.0219835151914,6.23119030212e-09,0.0219835151914,10.2961896677
ellipsoid_1_0p8_0p6,4.0,11.0,3.0,5,5,0,mixed,regular-regime,0.26057405072501844,22.7179028831,0.0321462282501,0.722783358769,0.0321462282501,0.722783358769,2.39563428013
ellipsoid_1_0p8_0p6,4.0,11.0,5.0,5,5,0,periodic,regular-regime,0.18214536896624317,9.88338450726,0.290186234893,7.11834958332,0.290186234893,7.11834958332,3.54252733634
ellipsoid_1_0p8_0p6,4.0,11.0,8.0,5,5,0,periodic,regular-regime,0.1768814103167149,5.83865353244,0.0592649098396,1.45025988319,0.0592649098396,1.45025988319,6.06890302746
ellipsoid_1_0p8_0p6,4.0,11.0,11.0,5,5,0,quasi-periodic,regular-regime,0.19107827908816066,0.24703864916,1.17191713147e-08,0.0128917719469,1.17191713147e-08,0.0128917719469,9.81286070157
ellipsoid_1_0p8_0p6,4.0,30.0,3.0,5,5,0,quasi-periodic,regular-regime,0.18554151217446013,35.5930737425,1.29527251793,16.0636769865,1.29527251793,16.0636769865,2.07737769571
ellipsoid_1_0p8_0p6,4.0,30.0,5.0,5,5,0,quasi-periodic,regular-regime,0.17734176522114015,0.794895230495,7.98167195908e-09,0.0106727105454,7.98167195908e-09,0.0106727105454,4.64313267223
ellipsoid_1_0p8_0p6,4.0,30.0,8.0,5,5,0,quasi-periodic,regular-regime,0.20762669560497118,1.95456249838,0.109701770214,2.12772034574,0.109701770214,2.12772034574,6.60603436533
ellipsoid_1_0p8_0p6,4.0,30.0,11.0,5,5,0,quasi-periodic,regular-regime,0.21081609108659854,0.147837224612,3.78107339777e-09,0.00721219707862,3.78107339777e-09,0.00721219707862,10.8393668997
ellipsoid_1_0p8_0p6,10.0,0.2,3.0,5,5,0,quasi-periodic,regular-regime,0.2332200216035721,5.55489584568,0.000996044432836,0.188207026582,0.000996044432836,0.188207026582,2.70947146411
ellipsoid_1_0p8_0p6,10.0,0.2,5.0,5,5,0,quasi-periodic,regular-regime,0.2141718105318701,0.919759433803,1.17005791409e-09,0.0178923481564,1.17005791409e-09,0.0178923481564,4.8253297272
ellipsoid_1_0p8_0p6,10.0,0.2,8.0,5,5,0,quasi-periodic,regular-regime,0.21805301851807504,0.47452125374,1.81864962753e-09,0.0165995720056,1.81864962753e-09,0.0165995720056,7.88675524223
ellipsoid_1_0p8_0p6,10.0,0.2,11.0,5,5,0,quasi-periodic,regular-regime,0.22452561604856455,2.79095170856,1.424683392e-09,0.0342594539009,1.424683392e-09,0.0342594539009,7.11234637547
ellipsoid_1_0p8_0p6,10.0,0.55,3.0,5,5,0,quasi-periodic,regular-regime,0.2108403148729748,31.4239011079,0.00127613675751,0.887515834432,0.00127613675751,0.887515834432,2.81574895209
ellipsoid_1_0p8_0p6,10.0,0.55,5.0,5,5,0,quasi-periodic,regular-regime,0.20118537072372827,1.12774216521,1.85755916142e-09,0.0220019003096,1.85755916142e-09,0.0220019003096,4.94938205072
ellipsoid_1_0p8_0p6,10.0,0.55,8.0,5,5,0,periodic,regular-regime,0.21465645368209713,1.02136609266,1.95026938524e-09,0.0178416112372,1.95026938524e-09,0.0178416112372,7.99196002248
ellipsoid_1_0p8_0p6,10.0,0.55,11.0,5,5,0,periodic,regular-regime,0.16590193091285893,0.433812426346,1.75447656322e-09,0.0146112324711,1.75447656322e-09,0.0146112324711,9.92979140145
ellipsoid_1_0p8_0p6,10.0,1.5,3.0,5,5,0,periodic,regular-regime,0.1722320725528917,14.1315404211,1.37302953119e-09,0.0188315092611,1.37302953119e-09,0.0188315092611,2.88257980925
